,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
651,06/23/2022,06/23/2022,DD DOORDASH POTBELLYS,Food & Drink,Sale,-23.47,
652,06/21/2022,06/21/2022,AMZN Mktp US*UHXB,Shopping,Sale,-40.06,
653,06/20/2022,06/21/2022,DOORDASH*ROCK BOTTOM R,Food & Drink,Sale,-35.91,
654,06/18/2022,06/19/2022,SQ *TEXAS OUTLAW BBQ,Food & Drink,Sale,-75.0,
655,06/18/2022,06/19/2022,LULULEMON NAPERVILLE,Shopping,Sale,-136.85,
656,06/18/2022,06/19/2022,PROTEA NUTRITION,Shopping,Sale,-102.34,
657,06/18/2022,06/19/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-297.43,
658,06/17/2022,06/19/2022,TST* Fiamme - Naperville,Food & Drink,Sale,-110.36,
659,06/17/2022,06/19/2022,WAXING THE CITY,Health & Wellness,Sale,-78.2,
660,06/15/2022,06/15/2022,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-21.13,
661,06/15/2022,06/15/2022,DD DOORDASH POTBELLYS,Food & Drink,Sale,-23.47,
662,06/11/2022,06/12/2022,worldmarket.com,Home,Sale,-127.49,
